0,0,0,0,0,0,0
0.0137,0.00885,0.000942,0,0.00871,0.0042,0.00116
0.0329,0.02035,0.00594,0.00689,0.00889,NaN,0.0049
0.0389,0.03372,0.0058,0.01477,0.00833,0.01327,0.01122
0.0439,0.04161,0.01192,0.02065,0.01448,0.01688,0.01827
0.0476,0.04896,0.01233,0.02448,0.01317,0.02753,0.01874
0.047,0.05012,0.00974,NaN,NaN,0.02177,0.02015
NaN,0.05203,0.01219,NaN,NaN,0.02817,0.02039
