0,0,0,0,0,0,0
12.20312,9.13807,12.78829,7.865,13.27242,12.2331,15.49568
25.86606,24.57083,12.15639,19.33095,18.18744,26.28473,34.59687
35.68108,51.25368,10.83745,36.63751,34.90368,54.00698,49.32187
49.18755,76.46287,29.94748,50.35769,43.40613,70.31005,76.38766
51.66477,85.90788,41.28404,60.92408,55.44801,90.0836,93.29896
70.41073,118.685,38.40002,76.00639,72.19566,105.84136,120.77484
74.42443,132.43178,41.19371,78.33141,78.05445,116.99093,127.07221
